,Class,red_ls8,nir_ls8,NDVI_ls8,red_s2,nir_s2,NDVI_s2
142,0.0,0.07546751201152802,0.40689754486083984,0.6870937347412109,808.0,4623.0,0.7024489045143127
143,1.0,0.033254995942115784,0.4900575280189514,0.8729058504104614,249.0,4939.0,0.904009222984314
144,1.0,0.09562499821186066,0.31812751293182373,0.5377671718597412,1086.0,3346.0,0.5099278092384338
145,1.0,0.05060748755931854,0.21885250508785248,0.6243784427642822,508.0,2059.0,0.6042072176933289
146,1.0,0.05528248846530914,0.2866399884223938,0.6766373515129089,590.0,3578.0,0.7168905138969421
147,0.0,0.049617499113082886,0.31867754459381104,0.7305557131767273,436.0,3147.0,0.7566285729408264
148,1.0,0.056272491812705994,0.24010999500751495,0.6202711462974548,452.0,2066.0,0.6409848928451538
149,1.0,0.11627750098705292,0.21654249727725983,0.30125892162323,1182.0,2240.0,0.30917593836784363
150,1.0,0.11479251086711884,0.39185500144958496,0.5468544960021973,1034.0,4426.0,0.6212454438209534
151,0.0,0.05574999749660492,0.213297501206398,0.5855750441551208,459.0,2774.0,0.7160531878471375
152,1.0,0.047197505831718445,0.3160099983215332,0.7401071190834045,659.0,3562.0,0.6877517104148865
153,1.0,0.053329989314079285,0.2294674962759018,0.6228397488594055,565.0,2288.0,0.6039257049560547
154,0.0,0.35720503330230713,0.441877543926239,0.10596214979887009,3662.0,4407.0,0.09232865273952484
155,0.0,0.038672491908073425,0.30022501945495605,0.7717746496200562,416.0,3337.0,0.7783107161521912
156,0.0,0.130467489361763,0.248415008187294,0.31130367517471313,1460.0,2593.0,0.27954602241516113
157,0.0,0.08132500946521759,0.32197749614715576,0.5967046618461609,834.0,2828.0,0.5445111393928528
158,0.0,0.04505249857902527,0.09886999428272247,0.373933881521225,1370.0,2811.0,0.3446544110774994
159,0.0,0.09133501350879669,0.3333350419998169,0.5698542594909668,1308.0,3595.0,0.466449111700058
160,1.0,0.07436750829219818,0.45752501487731934,0.720366358757019,780.0,4658.0,0.7131298184394836
161,0.0,0.05280749499797821,0.23163999617099762,0.6287012696266174,535.0,2291.0,0.6213729381561279
162,0.0,0.16200999915599823,0.2530900239944458,0.2194170504808426,1773.0,2742.0,0.21461790800094604
163,0.0,0.1307700127363205,0.14644499123096466,0.056544482707977295,1153.0,1386.0,0.09176844358444214
164,0.0,0.022282496094703674,0.2461874932050705,0.8340038061141968,197.0,2747.0,0.8661685585975647
165,1.0,0.3057250380516052,0.48084503412246704,0.22263750433921814,2942.0,4683.0,0.22832787036895752
166,0.0,0.07112251222133636,0.3134250044822693,0.6300976276397705,636.0,3128.0,0.6620616316795349
167,1.0,0.09944750368595123,0.3751625418663025,0.580929696559906,714.0,3718.0,0.6777979135513306
168,0.0,0.05685000121593475,0.2531449794769287,0.633219838142395,743.0,2611.0,0.5569469332695007
169,1.0,0.06884001195430756,0.269397497177124,0.5929486751556396,633.0,2696.0,0.6197056770324707
170,0.0,0.050222501158714294,0.3034974932670593,0.7160323858261108,586.0,3527.0,0.7150498032569885
171,0.0,0.028607502579689026,0.3334450125694275,0.8419705033302307,304.0,3595.0,0.8440625667572021
172,0.0,0.037984997034072876,0.28559499979019165,0.7652203440666199,480.0,2890.0,0.7151334881782532
173,0.0,0.060864999890327454,0.28223997354507446,0.6452106237411499,658.0,2992.0,0.6394519805908203
174,0.0,0.11410500109195709,0.1634949892759323,0.17791783809661865,1555.0,1979.0,0.11997736990451813
175,1.0,0.22710250318050385,0.45813000202178955,0.33715197443962097,2460.0,4635.0,0.3065539002418518
176,1.0,0.06518249213695526,0.27792251110076904,0.6200434565544128,594.0,2626.0,0.6310559511184692
177,0.0,0.059820011258125305,0.2807825207710266,0.6487401127815247,581.0,2622.0,0.6372151374816895
178,1.0,0.03839750587940216,0.406374990940094,0.8273387551307678,271.0,3985.0,0.8726503849029541
179,0.0,0.08795250952243805,0.25946998596191406,0.49368560314178467,923.0,3439.0,0.5767996311187744
180,1.0,0.07035250961780548,0.3302825093269348,0.6487950682640076,604.0,3466.0,0.7031940817832947
181,0.0,0.08602748811244965,0.38500750064849854,0.6347299218177795,443.0,3977.0,0.799547553062439
182,0.0,0.03768250346183777,0.28631001710891724,0.7673865556716919,545.0,3479.0,0.7291252017021179
183,1.0,0.050140008330345154,0.2854574918746948,0.7011895775794983,417.0,3359.0,0.7791313529014587
184,0.0,0.14933250844478607,0.2980250120162964,0.3323795795440674,1842.0,3029.0,0.24368709325790405
185,0.0,0.09655998647212982,0.23854251205921173,0.4236987829208374,1072.0,2416.0,0.38532114028930664
186,1.0,0.0525050014257431,0.26084500551223755,0.6648795008659363,419.0,3106.0,0.7622694969177246
187,1.0,0.042274996638298035,0.37807750701904297,0.7988592386245728,164.0,4658.0,0.9319784045219421
188,1.0,0.15579499304294586,0.4474325180053711,0.4834619462490082,863.0,3182.0,0.5733003616333008
189,1.0,0.08624748885631561,0.3025349974632263,0.556320071220398,969.0,3147.0,0.5291545391082764
190,0.0,0.2817450165748596,0.4224900007247925,0.19985513389110565,3086.0,4282.0,0.16232354938983917
191,0.0,0.45766252279281616,0.5591375231742859,0.09979838132858276,4948.0,5841.0,0.0827694982290268
192,1.0,0.06903250515460968,0.30550503730773926,0.6313720941543579,400.0,3140.0,0.7740113735198975
193,0.0,0.1933874934911728,0.2930750250816345,0.2049233466386795,1074.0,2422.0,0.3855835199356079
194,1.0,0.04370500147342682,0.23991750180721283,0.6918086409568787,525.0,2809.0,0.6850630044937134
195,1.0,0.051130011677742004,0.32203251123428345,0.7259638905525208,534.0,3536.0,0.7375921010971069
196,0.0,0.04980999231338501,0.24670998752117157,0.6640361547470093,867.0,2781.0,0.5246710777282715
197,0.0,0.06735499203205109,0.2325199991464615,0.5507795214653015,693.0,2366.0,0.5469107031822205
198,0.0,0.07667748630046844,0.239889994263649,0.5155693888664246,845.0,2200.0,0.444991797208786
199,0.0,0.044942498207092285,0.24778251349925995,0.6929370164871216,593.0,2609.0,0.6296064853668213
200,0.0,0.02885499596595764,0.2732750177383423,0.8089895248413086,341.0,2762.0,0.7802127003669739
201,0.0,0.20980499684810638,0.3205749988555908,0.20885026454925537,2255.0,3190.0,0.17171718180179596
202,0.0,0.012354999780654907,0.11512251198291779,0.8061618804931641,627.0,2674.0,0.6201151013374329
203,0.0,0.03438249230384827,0.2696725130081177,0.7738403081893921,270.0,3297.0,0.8486122488975525
204,0.0,0.03977249562740326,0.3329225182533264,0.7865680456161499,467.0,2612.0,0.696654736995697
205,1.0,0.08132500946521759,0.28685998916625977,0.5582383275032043,687.0,3551.0,0.675790548324585
206,0.0,0.024069994688034058,0.3139200210571289,0.8575698137283325,204.0,3249.0,0.8818419575691223
207,1.0,0.041009992361068726,0.5239925384521484,0.8548324704170227,337.0,5421.0,0.8829454779624939
208,1.0,0.0291299968957901,0.5779750347137451,0.9040364027023315,363.0,5271.0,0.8711395263671875
209,1.0,0.08407498896121979,0.41564249992370605,0.6635099649429321,537.0,3041.0,0.6998323202133179
210,0.0,0.3062475323677063,0.39449501037597656,0.12593424320220947,2866.0,3764.0,0.13544495403766632
211,1.0,0.07282750308513641,0.27366000413894653,0.5796240568161011,1064.0,3427.0,0.5261634588241577
212,1.0,0.05222998559474945,0.17886750400066376,0.5479831099510193,489.0,2124.0,0.6257176399230957
213,0.0,0.045684993267059326,0.34906500577926636,0.7685371041297913,959.0,3284.0,0.5479613542556763
214,1.0,0.09381000697612762,0.356160044670105,0.5830388069152832,894.0,3751.0,0.6150699853897095
215,0.0,0.04004749655723572,0.3475250005722046,0.7933419346809387,427.0,3544.0,0.7849408388137817
216,1.0,0.05181749165058136,0.3351225256919861,0.7321678996086121,486.0,3772.0,0.7717238664627075
217,0.0,0.06438501179218292,0.3118025064468384,0.6576972603797913,425.0,3150.0,0.7622377872467041
218,0.0,0.053495004773139954,0.38657504320144653,0.7568796277046204,474.0,3658.0,0.7705711722373962
219,0.0,0.04139499366283417,0.25562000274658203,0.7212598919868469,720.0,2666.0,0.5747194886207581
220,1.0,0.04931500554084778,0.37920498847961426,0.7698357105255127,443.0,4237.0,0.8106837868690491
221,0.0,0.13789249956607819,0.22990749776363373,0.25017672777175903,1776.0,2547.0,0.1783483922481537
222,0.0,0.050717487931251526,0.3984825015068054,0.7741875648498535,2233.0,4932.0,0.3766922950744629
223,0.0,0.04873749613761902,0.5285025238990784,0.831136167049408,459.0,4920.0,0.8293362855911255
224,0.0,0.2850450277328491,0.4501275420188904,0.22454933822155,1655.0,2185.0,0.1380208432674408
225,1.0,0.04675750434398651,0.442097544670105,0.8087059855461121,640.0,4773.0,0.7635322213172913
226,0.0,0.03174249827861786,0.1597825139760971,0.6685289740562439,508.0,2085.0,0.6081758737564087
227,1.0,0.17842750251293182,0.3001975417137146,0.2544163465499878,1889.0,3239.0,0.2632605731487274
228,0.0,0.03474000096321106,0.4115999937057495,0.8443338871002197,302.0,3986.0,0.8591417670249939
229,1.0,0.09999750554561615,0.2093925029039383,0.35358282923698425,675.0,1177.0,0.2710583209991455
230,0.0,0.044337496161460876,0.20556999742984772,0.6451687216758728,673.0,2865.0,0.619559109210968
231,0.0,0.035895004868507385,0.265327513217926,0.7616711854934692,348.0,2647.0,0.7676126956939697
232,1.0,0.07051749527454376,0.2964025139808655,0.615624725818634,791.0,3140.0,0.5975578427314758
233,0.0,0.0772000104188919,0.20757751166820526,0.4578222930431366,788.0,1886.0,0.4106208086013794
234,0.0,0.3554450273513794,0.41930001974105835,0.08242065459489822,5073.0,5824.0,0.06891805678606033
235,0.0,0.024399995803833008,0.2929375171661377,0.8462205529212952,295.0,2772.0,0.8076295852661133
236,1.0,0.04040500521659851,0.40791499614715576,0.8197492361068726,417.0,4105.0,0.8155683279037476
237,1.0,0.05159749090671539,0.34139251708984375,0.7374107241630554,531.0,3385.0,0.7288049459457397
238,1.0,0.0859449952840805,0.3651525378227234,0.6189515590667725,1130.0,3312.0,0.4912201464176178
239,1.0,0.05696000158786774,0.4385499954223633,0.7700955271720886,658.0,4583.0,0.7489028573036194
240,0.0,0.049699991941452026,0.3826425075531006,0.7700897455215454,463.0,3920.0,0.788729190826416
241,0.0,0.4847224950790405,0.5644450187683105,0.07598645985126495,4852.0,5705.0,0.08079949021339417
242,0.0,0.041284993290901184,0.2763550281524658,0.7400517463684082,312.0,2558.0,0.7825784683227539
243,1.0,0.06870250403881073,0.35720503330230713,0.6773829460144043,762.0,3631.0,0.653084397315979
244,0.0,0.04037749767303467,0.4512275457382202,0.8357319831848145,289.0,4676.0,0.8835850954055786
245,0.0,0.03842499852180481,0.5162925124168396,0.8614609837532043,476.0,5829.0,0.8490087985992432
246,1.0,0.06595249474048615,0.3716700077056885,0.6985873579978943,548.0,4444.0,0.7804487347602844
247,0.0,0.05409999191761017,0.3398250341415405,0.7253285646438599,410.0,4498.0,0.8329257965087891
248,1.0,0.15062500536441803,0.3564075231552124,0.4058566391468048,1649.0,3984.0,0.41452157497406006
249,1.0,0.07087500393390656,0.30069249868392944,0.6185081005096436,762.0,3517.0,0.6438419818878174
250,1.0,0.19489999115467072,0.42403000593185425,0.37020343542099,1922.0,3734.0,0.3203677237033844
251,0.0,0.07068251073360443,0.3013800382614136,0.6200503706932068,716.0,2814.0,0.5943343043327332
252,1.0,0.051047489047050476,0.2497350126504898,0.6605687737464905,291.0,3340.0,0.8397135734558105
253,1.0,0.07376249134540558,0.20980499684810638,0.4797535240650177,767.0,1792.0,0.400547057390213
254,1.0,0.03806750476360321,0.46294254064559937,0.8480368852615356,208.0,2136.0,0.8225256204605103
255,0.0,0.04409000277519226,0.25826001167297363,0.7083512544631958,361.0,2522.0,0.7495664358139038
256,0.0,0.018212497234344482,0.4249650239944458,0.9178094863891602,201.0,5202.0,0.9255968928337097
257,0.0,0.07742001116275787,0.2648324966430664,0.5475854277610779,527.0,3183.0,0.7159029245376587
258,1.0,0.04073500633239746,0.3356724977493286,0.7835590243339539,597.0,3071.0,0.674481987953186
259,0.0,0.08223249018192291,0.1990249902009964,0.4152511656284332,1350.0,2994.0,0.37845301628112793
260,0.0,0.09177498519420624,0.25526249408721924,0.47109466791152954,1139.0,2439.0,0.3633314371109009
261,0.0,0.09469000995159149,0.33000749349594116,0.5540825724601746,298.0,956.0,0.5247209072113037
262,0.0,0.11872498691082001,0.22140999138355255,0.301894873380661,1259.0,2546.0,0.3382391333580017
263,0.0,0.3135625123977661,0.3667750358581543,0.07821488380432129,3444.0,3739.0,0.04106920212507248
264,0.0,0.016699999570846558,0.2581775188446045,0.8784913420677185,358.0,2987.0,0.7859491109848022
265,0.0,0.12367500364780426,0.16008500754833221,0.12831266224384308,2620.0,3395.0,0.12884457409381866
266,0.0,0.384677529335022,0.4677550196647644,0.09745931625366211,3973.0,4758.0,0.08990951627492905
267,1.0,0.050717487931251526,0.43651503324508667,0.7918140888214111,642.0,4746.0,0.7616925835609436
268,0.0,0.30825501680374146,0.36564749479293823,0.08516436070203781,3346.0,3872.0,0.07287336885929108
269,0.0,0.47738003730773926,0.5789650082588196,0.0961664691567421,4840.0,5798.0,0.09005453437566757
270,0.0,0.06757499277591705,0.29290997982025146,0.6250884532928467,473.0,3027.0,0.7297142148017883
